RXNORM_id	name	moa	parents	pe
1347	beclomethasone	Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	Corticosteroid|B [Preparations]	Vasoconstriction|Decreased Glucocorticoid Secretion|Decreased Lysosomal Function|Decreased Protein Synthesis|Decreased Cellular Migration
1348	beclomethasone dipropionate	Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	B [Preparations]	Vasoconstriction|Decreased Glucocorticoid Secretion|Decreased Lysosomal Function|Decreased Protein Synthesis|Decreased Cellular Migration
33283	phenindamine	Histamine H1 Receptor Antagonists	P [Preparations]	Decreased Histamine Activity
1362	diphenhydramine hydrochloride	Histamine H1 Receptor Antagonists	D [Preparations]	
33408	phenyltoloxamine	Histamine H1 Receptor Antagonists	P [Preparations]	Analgesia|Decreased Histamine Activity
7213	ipratropium	Cholinergic Antagonists|Cholinergic Muscarinic Antagonists	Anticholinergic|I [Preparations]	Bronchodilation|Decreased Parasympathetic Acetylcholine Activity
8745	promethazine	Dopamine Antagonists|Histamine H1 Receptor Antagonists	Phenothiazine|P [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Decreased Histamine Activity|Emesis Suppression
2622915	doxylamine succinate, (R)-	Histamine H1 Receptor Antagonists|Histamine Receptor Antagonists	D [Preparations]	Decreased Histamine Activity
8896	pseudoephedrine	Adrenergic alpha-Agonists|Adrenergic beta-Agonists	alpha-Adrenergic Agonist|P [Preparations]	Vasoconstriction|Bronchodilation
8132	pheniramine	Histamine H1 Receptor Antagonists	P [Preparations]	Decreased Histamine Activity
9009	pyrilamine	Histamine H1 Receptor Antagonists	P [Preparations]	Decreased Histamine Activity
6822	methapyrilene	Histamine H1 Receptor Antagonists	M [Preparations]	Decreased Histamine Activity
1546373	ipratropium cation	Cholinergic Antagonists|Cholinergic Muscarinic Antagonists	Anticholinergic|I [Preparations]	Bronchodilation|Decreased Parasympathetic Acetylcholine Activity
1358172	chondroitin sulfate sodium (shark)	Biological Macromolecular Activity	C [Preparations]	Collagen Formation Promotion|Decreased Prostaglandin Production
1299929	chondroitin sulfate sodium (bovine)	Biological Macromolecular Activity	C [Preparations]	Collagen Formation Promotion|Decreased Prostaglandin Production
1306129	chondroitin sulfate, bovine	Biological Macromolecular Activity	C [Preparations]	Collagen Formation Promotion|Decreased Prostaglandin Production
1306202	chondroitin sulfate, porcine	Biological Macromolecular Activity	C [Preparations]	Collagen Formation Promotion|Decreased Prostaglandin Production
1366974	chondroitin sulfate sodium (porcine)	Biological Macromolecular Activity	C [Preparations]	Collagen Formation Promotion|Decreased Prostaglandin Production
476847	chondroitin sulfate A sodium	Biological Macromolecular Activity	C [Preparations]	Collagen Formation Promotion|Decreased Prostaglandin Production
588003	meclofenamate	Cyclooxygenase Inhibitors	M [Preparations]	Analgesia|Decreased Prostaglandin Production
232158	rofecoxib	Cyclooxygenase 2 Inhibitors	R [Preparations]	Decreased Prostaglandin Production
2473	chondroitin sulfates	Biological Macromolecular Activity	C [Preparations]	Collagen Formation Promotion|Decreased Prostaglandin Production
1605114	chondroitin sulfate sodium	Biological Macromolecular Activity	C [Preparations]	Collagen Formation Promotion|Decreased Prostaglandin Production
20343	carprofen	Cyclooxygenase Inhibitors	C [Preparations]	Decreased Prostaglandin Production
6677	meclofenamate sodium	Cyclooxygenase Inhibitors	M [Preparations]	Analgesia|Decreased Prostaglandin Production
1789516	chondroitin sulfate (shark)	Biological Macromolecular Activity	C [Preparations]	Collagen Formation Promotion|Decreased Prostaglandin Production
10691	tranexamic acid	Plasmin Inhibitors	Antifibrinolytic Agent|T [Preparations]	Decreased Fibrinolysis
7426	nimodipine	Calcium Channel Antagonists|L-Calcium Channel Receptor Antagonists	Dihydropyridine Calcium Channel Blocker|N [Preparations]	Cerebral Arterial Vasodilation|Coronary Arterial Vasodilation
1362139	ziprasidone hydrochloride anhydrous	Adrenergic alpha-Antagonists|Dopamine Antagonists|Serotonin Antagonists|Histamine H1 Receptor Antagonists	Z [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Decreased Histamine Activity|Decreased Serotonin Activity
885604	olanzapine pamoate monohydrate	Adrenergic alpha-Antagonists|Dopamine Antagonists|Serotonin Antagonists|Histamine H1 Receptor Antagonists|Adrenergic beta-Antagonists|GABA A Antagonists|Cholinergic Muscarinic Antagonists	O [Preparations]	Decreased Norepinephrine Activity|Decreased Acetylcholine Activity|Decreased Enteric Nervous System GABA Activity|Decreased Dopamine Activity|Decreased Histamine Activity|Decreased Serotonin Activity
1040027	lurasidone hydrochloride	Unknown Cellular or Molecular Interaction	L [Preparations]	
1294588	olanzapine pamoate	Adrenergic alpha-Antagonists|Dopamine Antagonists|Serotonin Antagonists|Histamine H1 Receptor Antagonists|Adrenergic beta-Antagonists|GABA A Antagonists|Cholinergic Muscarinic Antagonists	O [Preparations]	Decreased Norepinephrine Activity|Decreased Acetylcholine Activity|Decreased Enteric Nervous System GABA Activity|Decreased Dopamine Activity|Decreased Histamine Activity|Decreased Serotonin Activity
1667655	cariprazine	Dopamine Agonists|Serotonin Receptor Interactions	Atypical Antipsychotic|C [Preparations]	
860647	asenapine maleate	Unknown Cellular or Molecular Interaction	A [Preparations]	
858045	paliperidone palmitate	Unknown Cellular or Molecular Interaction	P [Preparations]	
784649	asenapine	Unknown Cellular or Molecular Interaction	Atypical Antipsychotic|A [Preparations]	
1040028	lurasidone	Unknown Cellular or Molecular Interaction	Atypical Antipsychotic|L [Preparations]	
5093	haloperidol	Dopamine Antagonists	Typical Antipsychotic|H [Preparations]	Decreased Brain Stem Organized Electrical Activity|Decreased Dopamine Activity|Hypothalamic Endocrine Activity Alteration
4495	flupenthixol	Dopamine Antagonists|Dopamine D2 Antagonists|Adrenergic alpha1-Antagonists	F [Preparations]	Increased Central Nervous System Norepinephrine Activity|Increased Central Nervous System Serotonin Activity
4496	fluphenazine	Adrenergic alpha-Antagonists|Dopamine Antagonists|Unknown Cellular or Molecular Interaction	Phenothiazine|F [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Decreased Histamine Activity|Decreased Serotonin Activity|Hypothalamic Endocrine Activity Alteration
4507	fluspirilene	Dopamine D2 Antagonists	F [Preparations]	
353116	ziprasidone mesylate	Adrenergic alpha-Antagonists|Dopamine Antagonists|Histamine H1 Receptor Antagonists|Serotonin Antagonists	Z [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Decreased Histamine Activity|Decreased Serotonin Activity
289159	pipamperone dihydrochloride	Serotonin Agonists|Dopamine D2 Antagonists|Adrenergic alpha1-Antagonists	P [Preparations]	Increased Central Nervous System Serotonin Activity
284925	ziprasidone hydrochloride, monohydrate	Adrenergic alpha-Antagonists|Dopamine Antagonists|Histamine H1 Receptor Antagonists|Serotonin Antagonists	Z [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Decreased Histamine Activity|Decreased Serotonin Activity
236771	perazine dimalonate	Dopamine Antagonists	P [Preparations]	Decreased Dopamine Activity
203137	selegiline hydrochloride	Monoamine Oxidase Inhibitors|Monoamine Oxidase-B Inhibitors	S [Preparations]	Increased Central Nervous System Dopamine Activity
203165	thioridazine hydrochloride	Adrenergic alpha-Antagonists|Dopamine Antagonists	T [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Hypothalamic Endocrine Activity Alteration
203186	mesoridazine besylate	Dopamine Antagonists	M [Preparations]	Decreased Dopamine Activity
203207	fluphenazine hydrochloride	Adrenergic alpha-Antagonists|Dopamine Antagonists|Unknown Cellular or Molecular Interaction	F [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Decreased Histamine Activity|Decreased Serotonin Activity|Hypothalamic Endocrine Activity Alteration
160372	levomepromazine maleate	Cytochrome P450 2D6 Inhibitors|Cytochrome P450 1A2 Inhibitors|Histamine H1 Receptor Antagonists|Dopamine D2 Antagonists	L [Preparations]	Decreased Acetylcholine Activity|Decreased Brain Stem Dopamine Activity|Decreased Brain Stem Organized Electrical Activity|Decreased Histamine Activity|Hypothalamic Endocrine Activity Alteration
217483	haloperidol lactate	Dopamine Antagonists	H [Preparations]	Decreased Brain Stem Organized Electrical Activity|Decreased Dopamine Activity|Hypothalamic Endocrine Activity Alteration
221153	quetiapine fumarate	Adrenergic alpha-Antagonists|Dopamine Antagonists|Histamine H1 Receptor Antagonists|Serotonin Antagonists	Q [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Decreased Histamine Activity|Decreased Serotonin Activity
679314	paliperidone	Unknown Cellular or Molecular Interaction	Atypical Antipsychotic|P [Preparations]	
235739	prochlorperazine mesylate	Dopamine Antagonists	P [Preparations]	Decreased Central Nervous System Norepinephrine Activity|Decreased Central Nervous System Acetylcholine Activity|Decreased Brain Stem Dopamine Activity|Emesis Suppression
235742	flupentixol hydrochloride	Dopamine Antagonists|Dopamine D2 Antagonists|Adrenergic alpha1-Antagonists	F [Preparations]	Increased Central Nervous System Serotonin Activity|Increased Central Nervous System Norepinephrine Activity
235745	pipotiazine palmitate	Dopamine Antagonists|Histamine H1 Receptor Antagonists|Cholinergic Muscarinic Antagonists	P [Preparations]	Decreased Dopamine Activity|Decreased Histamine Activity|Decreased Serotonin Activity
142444	promazine hydrochloride	Adrenergic alpha-Antagonists|Dopamine Antagonists	P [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Hypothalamic Endocrine Activity Alteration
1294533	ziprasidone hydrochloride	Adrenergic alpha-Antagonists|Dopamine Antagonists|Serotonin Antagonists|Histamine H1 Receptor Antagonists	Z [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Decreased Histamine Activity|Decreased Serotonin Activity
115698	ziprasidone	Adrenergic alpha-Antagonists|Dopamine Antagonists|Serotonin Antagonists|Histamine H1 Receptor Antagonists	Atypical Antipsychotic|Z [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Decreased Histamine Activity|Decreased Serotonin Activity
104728	chlorpromazine hydrochloride	Adrenergic alpha-Antagonists|Dopamine Antagonists|Unknown Cellular or Molecular Interaction	C [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Decreased Histamine Activity|Decreased Serotonin Activity|Hypothalamic Endocrine Activity Alteration
2403	chlorpromazine	Adrenergic alpha-Antagonists|Dopamine Antagonists|Unknown Cellular or Molecular Interaction	Phenothiazine|C [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Decreased Histamine Activity|Decreased Serotonin Activity|Hypothalamic Endocrine Activity Alteration
2598	clonazepam	GABA A Modulators|GABA A Agonists	Benzodiazepine|C [Preparations]	Increased GABA Activity
2626	clozapine	Adrenergic alpha-Antagonists|Dopamine Antagonists|Histamine H1 Receptor Antagonists|Serotonin Antagonists|Cholinergic Muscarinic Antagonists	Atypical Antipsychotic|C [Preparations]	Decreased Norepinephrine Activity|Decreased Acetylcholine Activity|Decreased Dopamine Activity|Decreased Histamine Activity|Decreased Serotonin Activity
82051	molindone hydrochloride	Adrenergic alpha-Antagonists|Dopamine Antagonists	M [Preparations]	Decreased Dopamine Activity|Hypothalamic Endocrine Activity Alteration
89013	aripiprazole	Serotonin Receptor Interactions|Dopamine Receptor Interactions	Atypical Antipsychotic|A [Preparations]	Decreased Dopamine Activity|Decreased Serotonin Activity
73178	iloperidone	Unknown Cellular or Molecular Interaction	Atypical Antipsychotic|I [Preparations]	
91124	methotrimeprazine hydrochloride	Cytochrome P450 2D6 Inhibitors|Cytochrome P450 1A2 Inhibitors|Histamine H1 Receptor Antagonists|Dopamine D2 Antagonists	M [Preparations]	Decreased Acetylcholine Activity|Decreased Brain Stem Organized Electrical Activity|Decreased Brain Stem Dopamine Activity|Decreased Histamine Activity|Hypothalamic Endocrine Activity Alteration
91127	acetophenazine maleate	Adrenergic alpha-Antagonists|Dopamine Antagonists	A [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Hypothalamic Endocrine Activity Alteration
91130	trifluoperazine hydrochloride	Adrenergic alpha-Antagonists|Dopamine Antagonists	T [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Hypothalamic Endocrine Activity Alteration
91135	thiothixene hydrochloride	Adrenergic alpha-Antagonists|Dopamine Antagonists	T [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity
91138	loxapine hydrochloride	Dopamine Antagonists|Serotonin Antagonists	L [Preparations]	Decreased Serotonin Activity|Increased Dopamine Activity
61381	olanzapine	Adrenergic alpha-Antagonists|Dopamine Antagonists|Serotonin Antagonists|Histamine H1 Receptor Antagonists|Adrenergic beta-Antagonists|GABA A Antagonists|Cholinergic Muscarinic Antagonists	Atypical Antipsychotic|O [Preparations]	Decreased Norepinephrine Activity|Decreased Acetylcholine Activity|Decreased Dopamine Activity|Decreased Enteric Nervous System GABA Activity|Decreased Histamine Activity|Decreased Serotonin Activity
62174	deserpidine	Norepinephrine Uptake Inhibitors|Vesicular Monoamine Transporter Antagonists	D [Preparations]	Decreased Blood Pressure|Decreased Sympathetic Activity|Decreased Sympathetic Norepinephrine Activity
51272	quetiapine	Adrenergic alpha-Antagonists|Dopamine Antagonists|Histamine H1 Receptor Antagonists|Serotonin Antagonists	Atypical Antipsychotic|Q [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Decreased Histamine Activity|Decreased Serotonin Activity
10502	thioridazine	Adrenergic alpha-Antagonists|Dopamine Antagonists	Phenothiazine|T [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Hypothalamic Endocrine Activity Alteration
10510	thiothixene	Adrenergic alpha-Antagonists|Dopamine Antagonists	Typical Antipsychotic|T [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity
41996	sertindole	Serotonin Agonists|Dopamine D2 Antagonists	S [Preparations]	Decreased Dopamine Activity|Decreased Serotonin Activity
25188	flupenthixol decanoate	Dopamine Antagonists|Dopamine D2 Antagonists|Adrenergic alpha1-Antagonists	F [Preparations]	Increased Central Nervous System Norepinephrine Activity|Increased Central Nervous System Serotonin Activity
25190	fluphenazine decanoate	Adrenergic alpha-Antagonists|Dopamine Antagonists|Unknown Cellular or Molecular Interaction	F [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Decreased Histamine Activity|Decreased Serotonin Activity|Hypothalamic Endocrine Activity Alteration
26420	haloperidol decanoate	Dopamine Antagonists	H [Preparations]	Decreased Brain Stem Organized Electrical Activity|Decreased Dopamine Activity|Hypothalamic Endocrine Activity Alteration
10800	trifluoperazine	Adrenergic alpha-Antagonists|Dopamine Antagonists	Phenothiazine|T [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Hypothalamic Endocrine Activity Alteration
30129	fluphenazine enanthate	Adrenergic alpha-Antagonists|Dopamine Antagonists|Unknown Cellular or Molecular Interaction	F [Preparations]	Decreased Norepinephrine Activity|Decreased Dopamine Activity|Decreased Histamine Activity|Decreased Serotonin Activity|Hypothalamic Endocrine Activity Alteration
